Nome do filme,Diretor,Ano de lançamento,Língua,Sinopse,Link para a capa,Trailer
Homem de Ferro 2,Jon Favreau,2010,en,"Em um mundo ciente da existência do Homem de Ferro, o inventor bilionário Tony Stark sofre pressão de todos os lados para compartilhar sua tecnologia com as forças armadas. Ele resiste para divulgar os segredos de sua inigualável armadura, com medo de que estas informações caiam nas mãos erradas.",https://image.tmdb.org/t/p/w500/vzROjQbgKWMVf2EldXipCcjpuBL.jpg,https://www.youtube.com/watch?v=b5qs_RtpkhA
John Wick: Um Novo Dia para Matar,Chad Stahelski,2017,en,"O lendário John Wick é forçado a deixar a aposentadoria em função de um criminoso que conspira para tomar o controle de um clã de assassinos internacionais. Por causa de um pacto de sangue, John Wick viaja para Roma, com o objetivo de ajudar um velho amigo a derrubar a organização internacional secr",https://image.tmdb.org/t/p/w500/k36UzsRQaY6E055cdYPdYbyREer.jpg,https://www.youtube.com/watch?v=-07L66g1fxs
A Morte Te Dá Parabéns,Christopher Landon,2017,en,"No longa, a personagem Tree Gelbman (Jessica Rothe), é assassinada por uma pessoa mascarada no dia de seu aniversário. Para descobrir o responsável pelo crime, ela ressuscita várias vezes e se vê presa em um ciclo entre vida e morte até conseguir solucionar seu próprio assassinato. Ela só conseguirá",https://image.tmdb.org/t/p/w500/9MMff1YtsR8ynuB5KXZYKLZA3Xo.jpg,https://www.youtube.com/watch?v=XVF84CJGVuY
Jurassic World: O Mundo dos Dinossauros,Colin Trevorrow,2015,en,"Vinte e dois anos depois dos acontecimentos em Jurassic Park, a Isla Nublar foi transformada num enorme parque temático bem sucedido, o Jurassic Wold, com versões “domesticadas” de alguns dos dinossauros mais conhecidos. Quando tudo parece correr bem e ser o negócio do século, um novo dinossauro de ",https://image.tmdb.org/t/p/w500/gf3FEmT95ZQ5rBfzsaouIUzxKhy.jpg,https://www.youtube.com/watch?v=S2_aWPGZwhs
Gigantes de Aço,Shawn Levy,2011,en,"Em um futuro próximo, as máquinas substituem os seres humanos no ringue. As lutas de boxe, nesse contexto, acontecem entre robôs de alta tecnologia e Charlie, um ex-lutador frustrado, não consegue se adaptar a isso. Quando tudo parece perdido, ele se une ao filho para construir um competidor imbatív",https://image.tmdb.org/t/p/w500/pp74uUjwQTknGPqNrerj4FvU0ce.jpg,https://www.youtube.com/watch?v=EB4i7qzxDVk
Thor,Kenneth Branagh,2011,en,"Como filho de Odin, rei dos deuses nórdicos, Thor logo herdará o trono de Asgard de seu idoso pai. Porém, no dia de sua coroação, Thor reage com brutalidade quando os inimigos dos deuses entram no palácio violando o tratado. Como punição, Odin manda Thor para a Terra. Enquanto seu irmão Loki conspir",https://image.tmdb.org/t/p/w500/aEV9QmgBqjRTdjsvdCgdK89tavQ.jpg,https://www.youtube.com/watch?v=RPNQ9Iz8hag
Guardiões da Galáxia - Vol. 2,James Gunn,2017,en,"Os Guardiões precisam lutar para manter sua recém descoberta família unida, enquanto descobrem os mistérios sobre o verdadeiro pai de Peter Quill.",https://image.tmdb.org/t/p/w500/jGtBLu0JAKf5JxhWgmF68HROzCA.jpg,https://www.youtube.com/watch?v=4-i8nTNSQFI
Um Senhor Estagiário,Nancy Meyers,2015,en,"Jules Ostin é a criadora de um bem-sucedido site de venda de roupas que leva uma vida bastante atarefada, devido às exigências do cargo. Quando sua empresa inicia um projeto de contratar idosos como estagiários, em uma tentativa de colocá-los de volta à ativa, cabe a ela trabalhar com o viúvo Ben Wh",https://image.tmdb.org/t/p/w500/jjI2z9PvWm69DHzhyYIrsmD6Gj6.jpg,https://www.youtube.com/watch?v=UCHswQrE2eA
Jogos Vorazes: A Esperança - Parte 1,Francis Lawrence,2014,en,"Após sobreviver à temível arena dos Jogos Vorazes, Katniss Everdeen está desanimada e destruída. Depois que a Capital reduziu o Distrito 12 a destroços, ela se refugiou no Distrito 13. Peeta Mellark foi submetido a uma lavagem cerebral, e agora está sob o domínio de Snow. Então, a presidência quer q",https://image.tmdb.org/t/p/w500/jeHIqJCRu3kh7KDsKAwWRhEDaFj.jpg,https://www.youtube.com/watch?v=2ZoOBC0-W9U
Batman: O Cavaleiro das Trevas Ressurge,Christopher Nolan,2012,en,"Após ser culpado pela morte de Harvey Dent e passar de herói a vilão, Batman desaparece. As coisas mudam com a chegada de uma ladra misteriosa, a Mulher-Gato, e Bane, um terrorista mascarado, que fazem Batman abandonar seu exílio forçado.",https://image.tmdb.org/t/p/w500/w7KDOBOKoZNzZkiKInFBlqo7Cbg.jpg,https://www.youtube.com/watch?v=9ozuNGDDGM0
Minha Culpa,Domingo González,2023,es,"Noah é obrigada a mudar de cidade, deixando seus amigos e namorado para trás, após sua mãe se casar com um novo marido rico. Lá ela conhece Nick, seu novo meio-irmão, e os dois se apaixonam loucamente, vivendo um grande romance proibido.",https://image.tmdb.org/t/p/w500/a59iGvF609yAZ5tfZUoQ3XipeQH.jpg,https://www.youtube.com/watch?v=EkOJWulrkO4
Mulher-Maravilha 1984,Patty Jenkins,2020,en,"Em 1984, Diana Prince entra em conflito com dois inimigos formidáveis, Maxwell Lord e a Mulher-Leopardo, enquanto reencontra misteriosamente com seu antigo interesse amoroso Steve Trevor.",https://image.tmdb.org/t/p/w500/AweDlIiohqw4sjC7gCsPVd1zo77.jpg,https://www.youtube.com/watch?v=NC5qentT0b4
Oppenheimer,Christopher Nolan,2023,en,"A história do físico americano J. Robert Oppenheimer, seu papel no Projeto Manhattan e no desenvolvimento da bomba atômica durante a Segunda Guerra Mundial, e o quanto isso mudaria a história do mundo para sempre.",https://image.tmdb.org/t/p/w500/1OsQJEoSXBjduuCvDOlRhoEUaHu.jpg,https://www.youtube.com/watch?v=F3OxA9Cz17A
Venom: A Última Rodada,Kelly Marcel,2024,en,"Eddie e Venom estão fugindo. Perseguidos pelos dois mundos, a dupla é forçada a tomar uma decisão devastadora que vai fechar as cortinas da última rodada de Venom e Eddie.",https://image.tmdb.org/t/p/w500/p8CHaGudwUzBSU7dTjzMd71Iv4M.jpg,https://www.youtube.com/watch?v=iItE_mKEIqw
Deadpool & Wolverine,Shawn Levy,2024,en,"Um apático Wade Wilson trabalha duro na vida civil. Seus dias como mercenário moralmente flexível, Deadpool, ficaram para trás. Quando seu planeta enfrenta uma ameaça, Wade deve relutantemente vestir-se novamente com um ainda mais relutante... relutante? Mais relutante? Ele deve convencer um Wolveri",https://image.tmdb.org/t/p/w500/xq4v7JE8niZ75OYYPDGNn6Gzpyt.jpg,https://www.youtube.com/watch?v=K6lJSJXSdfI
A Substância,Coralie Fargeat,2024,en,"Uma estrela em declínio descobre uma substância misteriosa que lhe permite criar uma versão mais jovem e perfeita de si mesma. No entanto, o que parece ser uma solução milagrosa para recuperar sua glória logo se transforma em um pesadelo perturbador quando as consequências desta decisão começam a se",https://image.tmdb.org/t/p/w500/6L3PfQEydRzONYrhtpWtchRhOuV.jpg,https://www.youtube.com/watch?v=AoRa8-BUYjI
Robô Selvagem,Chris Sanders,2024,en,"Um robô – unidade ROZZUM 7134, abreviadamente “Roz” – naufraga em uma ilha desabitada e deve aprender a se adaptar ao ambiente hostil, gradualmente construindo relacionamentos com os animais da ilha e se tornando o pai adotivo de um filhote de ganso órfão.",https://image.tmdb.org/t/p/w500/cWsd33Nwp3tgYB5LMMadl3qVMKh.jpg,https://www.youtube.com/watch?v=tfXWLr00DBc
Super Mario Bros. O Filme,Aaron Horvath,2023,en,"Os irmãos Mario e Luigi, de ascendência italiana, vivem em Brooklyn (Nova Iorque), onde trabalham como canalizadores. Certo dia, durante um serviço de reparação de uma conduta de água, são sugados por um tubo e transportados para o Reino Cogumelo, um universo paralelo governado pela Princesa Peach. ",https://image.tmdb.org/t/p/w500/ktU3MIeZtuEVRlMftgp0HMX2WR7.jpg,https://www.youtube.com/watch?v=iL6-Q62CjbA
Divertida Mente 2,Kelsey Mann,2024,en,"""Divertida Mente 2"", da Disney e da Pixar, retorna à mente da adolescente Riley, e o faz no momento em que a sala de comando está passando por uma demolição repentina para dar lugar a algo totalmente inesperado: novas emoções! Alegria, Tristeza, Raiva, Medo e Nojinho não sabem bem como reagir quando",https://image.tmdb.org/t/p/w500/xGvz7nlGQeePcVOpAzOcHsC7kRt.jpg,https://www.youtube.com/watch?v=_OIQFxh8pGc
Gladiador 2,Ridley Scott,2024,en,"Anos depois de testemunhar a trágica morte do reverenciado herói Maximus nas mãos de seu tio malvado, Lucius se vê forçado a lutar no Coliseu depois que sua terra natal é conquistada por dois imperadores tirânicos, que agora governam Roma. Com o coração ardendo de raiva e o destino do Império pendur",https://image.tmdb.org/t/p/w500/342bly9MqveL65TnEFzx8TTUxcL.jpg,https://www.youtube.com/watch?v=thfURRSQzdw
007: Sem Tempo para Morrer,Cary Joji Fukunaga,2021,en,"Bond deixou o serviço ativo e está desfrutando de uma vida tranquila na Jamaica. Sua paz é interrompida quando o seu velho amigo Felix Leiter, da CIA, aparece pedindo sua ajuda. A missão de resgatar um cientista sequestrado acaba sendo muito mais difícil do que o esperado, deixando Bond no caminho d",https://image.tmdb.org/t/p/w500/luE0KG1rWfUptbgNtlNtL5sihyd.jpg,https://www.youtube.com/watch?v=oCIcXoptu2E
Doutor Estranho no Multiverso da Loucura,Sam Raimi,2022,en,"Doutor Estranho, com a ajuda de aliados místicos antigos e novos, atravessa as perigosas realidades alternativas e alucinantes do Multiverso para enfrentar um novo adversário misterioso.",https://image.tmdb.org/t/p/w500/hq2igFqb31fDqGotz8ZuUfwKgn8.jpg,https://www.youtube.com/watch?v=idU-bx2x1a8
Missão: Impossível - Acerto de Contas Parte 1,Christopher McQuarrie,2023,en,"Ethan Hunt e sua equipe embarcam em sua missão mais perigosa: rastrear uma nova arma aterrorizante que ameaça toda a humanidade antes que caia em mãos erradas. Com o controle do futuro e o destino do mundo em jogo e as forças sombrias do passado de Ethan se aproximando, uma corrida mortal ao redor d",https://image.tmdb.org/t/p/w500/56dp5Z70CxlnFxoZh3KjZpxG6qA.jpg,https://www.youtube.com/watch?v=X1XX3a3t92k
Kung Fu Panda 4,Mike Mitchell,2024,en,"Po está prestes a se tornar o novo líder espiritual do Vale da Paz, mas antes que possa fazer isso, ele deve encontrar um sucessor para se tornar o novo Dragão Guerreiro.  Ele parece encontrar uma em Zhen, uma raposa com muitas habilidades promissoras, mas que não gosta muito da ideia de Po treiná-l",https://image.tmdb.org/t/p/w500/vU5MZaZfdl6P7SRHGjpWYiNYa1t.jpg,https://www.youtube.com/watch?v=XnQF9sqgZLE
Barbie,Greta Gerwig,2023,en,"No mundo mágico das Barbies, ""Barbieland"", uma das bonecas começa a perceber que não se encaixa como as outras. Depois de ser expulsa, ela parte para uma aventura no ""mundo real"", onde descobre que a beleza está no interior de cada um.",https://image.tmdb.org/t/p/w500/yRRuLt7sMBEQkHsd1S3KaaofZn7.jpg,https://www.youtube.com/watch?v=2GTkvVeak9w
Homem-Aranha: Através do Aranhaverso,Kemp Powers,2023,en,"Miles Morales retorna para o próximo capítulo da saga do Aranhaverso, uma aventura épica que transportará o Homem-Aranha em tempo integral e amigável do bairro do Brooklyn através do Multiverso para unir forças com Gwen Stacy e uma nova equipe de Homens-Aranha para enfrentar com um vilão mais podero",https://image.tmdb.org/t/p/w500/fUwfsPWEEdnSt29jIwJ5eVtySX6.jpg,https://www.youtube.com/watch?v=LZBlXkDvhh4
Velozes & Furiosos 10,Louis Leterrier,2023,en,"O fim da estrada está chegando. Velozes & Furiosos 10, é o décimo filme da franquia Velozes & Furiosos, lança os capítulos finais de uma grande saga, uma das mais famosas e populares do cinema, agora com sua terceira década e ainda mais forte. Com o mesmo elenco e personagens principais de quando co",https://image.tmdb.org/t/p/w500/wDWAA5QApz5L5BKfFaaj8HJCAQM.jpg,https://www.youtube.com/watch?v=F2-BLKAidao
Mulan,Niki Caro,2020,en,"Hua Mulan é a espirituosa e determinada filha mais velha de um honrado guerreiro. Quando o Imperador da China emite um decreto que um homem de cada família deve servir no exército imperial, Mulan decide tomar o lugar de seu pai, que está doente. Assumindo a identidade de Hua Jun, ela se disfarça de ",https://image.tmdb.org/t/p/w500/72I82eKXCadZWEYygV9GkJOQNEq.jpg,https://www.youtube.com/watch?v=AD5cvVk-4Ps
Alien: Romulus,Fede Álvarez,2024,en,"Enquanto vasculham as profundezas de uma estação espacial abandonada, um grupo de jovens colonizadores espaciais se depara com a forma de vida mais aterrorizante do universo.",https://image.tmdb.org/t/p/w500/jB0W9tn4w07MFn7sTfqRTBLVytF.jpg,https://www.youtube.com/watch?v=IPMxNH2sz7E
Duna: Parte Dois,Denis Villeneuve,2024,en,"A jornada de Paul Atreides continua. Ele está determinado a buscar vingança contra aqueles que destruíram sua família e seu lar. Com a ajuda de Chani e dos Fremen, ele embarca em uma jornada espiritual, mística e marcial. Se torna Muad'Dib, o líder messiânico dos Fremen, enquanto luta para evitar um",https://image.tmdb.org/t/p/w500/8LJJjLjAzAwXS40S5mx79PJ2jSs.jpg,https://www.youtube.com/watch?v=4upWeOF30zI
Top Gun: Maverick,Joseph Kosinski,2022,en,"Depois de mais de 30 anos de serviço como um dos principais aviadores da Marinha, Pete ""Maverick"" Mitchell está de volta, rompendo os limites como um piloto de testes corajoso. No mundo contemporâneo das guerras tecnológicas, Maverick enfrenta drones e prova que o fator humano ainda é essencial.",https://image.tmdb.org/t/p/w500/8v3lrllHYRrqEdYWLyscH4RGFDO.jpg,https://www.youtube.com/watch?v=7aOCYTflp8o
King's Man: A Origem,Matthew Vaughn,2021,en,"Quando uma série dos piores tiranos e gênios do crime da história se juntam para criar uma guerra que aniquilará milhões, um homem e seu pupilo precisam correr contra o tempo para pará-los.",https://image.tmdb.org/t/p/w500/bRegMnwf0s7cYjPrtFhNba5TXzc.jpg,https://www.youtube.com/watch?v=MRusJKGhWg8
Homem-Aranha: Sem Volta Para Casa,Jon Watts,2021,en,"Peter Parker é desmascarado e não consegue mais separar sua vida normal dos grandes riscos de ser um super-herói. Quando ele pede ajuda ao Doutor Estranho, os riscos se tornam ainda mais perigosos, e o forçam a descobrir o que realmente significa ser o Homem-Aranha...",https://image.tmdb.org/t/p/w500/8qBccgSj0Ru9Odm1Mjv82cxDr7l.jpg,https://www.youtube.com/watch?v=rzOvXvBNzMc
Duna,Denis Villeneuve,2021,en,"Em um futuro distante, planetas são comandados por casas nobres que fazem parte de um império feudal intergalático. Paul Atreides é um jovem cuja família toma o controle do planeta deserto Arrakis, também conhecido como Duna. A única fonte da especiaria Melange, a substância mais importante do cosmo",https://image.tmdb.org/t/p/w500/obhGsx4PE9OzsVGtIfoLAIIWGNb.jpg,https://www.youtube.com/watch?v=U_SsfAp_F9Y
Anônimo,Илья Найшуллер,2021,en,"Quando dois ladrões invadem sua casa no subúrbio uma noite, Hutch se recusa a defender a si mesmo ou a sua família, na esperança de evitar violência grave. Seu filho adolescente, Blake, está desapontado com ele e sua esposa, Becca, parece se afastar ainda mais.  Em consequência, o incidente acerta a",https://image.tmdb.org/t/p/w500/8ooU1cMApznZmMps6UCRsuSQPg6.jpg,https://www.youtube.com/watch?v=ttxSTG_4fN4
Invocação do Mal 3: A Ordem do Demônio,Michael Chaves,2021,en,Um dos casos mais sensacionais de seus arquivos começa com a luta pela alma de um garoto e depois os leva para além de qualquer coisa que já tenham visto. Esse caso marcou a primeira vez na história dos Estados Unidos em que um suspeito de assassinato alegou possessão demoníaca como defesa.,https://image.tmdb.org/t/p/w500/tLmaOXT9rMb17ISQDURKQIu3Okk.jpg,https://www.youtube.com/watch?v=anDtrp34xig
The Flash,Andy Muschietti,2023,en,Os mundos colidem quando Barry Allen usa seus superpoderes para viajar no tempo e mudar os acontecimentos do passado. Mas a tentativa de salvar sua família altera inadvertidamente o futuro.,https://image.tmdb.org/t/p/w500/itYONYDHpJqTuu8BCXAtHxgpglq.jpg,https://www.youtube.com/watch?v=zh2Mr4vDdNY
Gato de Botas 2: O Último Pedido,Joel Crawford,2022,en,"O Gato de Botas descobre que sua paixão pela aventura cobrou seu preço: ele queimou oito de suas nove vidas, deixando-o com apenas uma vida restante. Gato parte em uma jornada épica para encontrar o mítico Último Desejo e restaurar suas nove vidas.",https://image.tmdb.org/t/p/w500/n3bZTjymEdd7laY7qqi4N3VGz7D.jpg,https://www.youtube.com/watch?v=QAcn7cWm_hc
Godzilla e Kong: O Novo Império,Adam Wingard,2024,en,"O poderoso Kong e o temível Godzilla se unem contra uma colossal ameaça mortal escondida no mundo dos humanos, que ameaça a existência de sua espécie e da nossa. Mergulhando profundamente nos mistérios da Ilha da Caveira e nas origens da Terra Oca, o filme irá explorar a antiga batalha de Titãs que ",https://image.tmdb.org/t/p/w500/fWSGD2yrzz6hscocnMD8AEXIThk.jpg,https://www.youtube.com/watch?v=va-7FEpUHVQ
John Wick 4: Baba Yaga,Chad Stahelski,2023,en,"Com o preço por sua cabeça cada vez maior, John Wick leva sua luta contra a alta mesa global enquanto procura os jogadores mais poderosos do submundo, de Nova York a Paris, de Osaka a Berlim.",https://image.tmdb.org/t/p/w500/dHQEM7aqsvBQnPmjdyTgb5fUG5q.jpg,https://www.youtube.com/watch?v=Te3L5rT1Q8w
Batman,Matt Reeves,2022,en,"Em seu segundo ano de combate ao crime, Batman descobre corrupção em Gotham City que se conecta à sua própria família enquanto enfrenta um serial killer conhecido como Charada.",https://image.tmdb.org/t/p/w500/wd7b4Nv9QBHDTIjc2m7sr0IUMoh.jpg,https://www.youtube.com/watch?v=IQaP0hYraMw
Sonic 2: O Filme,Jeff Fowler,2022,en,"Depois de se estabelecer em Green Hills, Sonic está pronto para mais liberdade e deixar sua marca como um herói, e Tom e Maddie concordam em deixá-lo em casa enquanto vão de férias. Mas, assim que eles se foram, Dr. Robotnik volta, desta vez com um novo parceiro, Knuckles, em busca de uma esmeralda ",https://image.tmdb.org/t/p/w500/aT2vdnR3qifI21f7fHTqYW5iAAz.jpg,https://www.youtube.com/watch?v=IrJeYZgzIqw
Avatar: O Caminho da Água,James Cameron,2022,en,"12 anos depois de explorar Pandora e se juntar aos Na'vi, Jake Sully formou uma família com Neytiri e se estabeleceu entre os clãs do novo mundo. Porém, a paz não durará para sempre.",https://image.tmdb.org/t/p/w500/mbYQLLluS651W89jO7MOZcLSCUw.jpg,https://www.youtube.com/watch?v=V-0GkangoHM
Beekeeper: Rede de Vingança,David Ayer,2024,en,"Clay está em busca de vingança e não vai parar até acabar com o sistema criminoso responsável pela morte de sua amiga. O plano brutal de Clay, um ex-agente de uma organização secreta poderosa conhecida como “Beekeepers”, ganha dimensões nacionais envolvendo governos e as instituições mais influentes",https://image.tmdb.org/t/p/w500/6Gw8MMtwE87W7rbrlmL2GnajFc5.jpg,https://www.youtube.com/watch?v=HhXy6-AslBk
Viúva Negra,Cate Shortland,2021,en,"Natasha Romanoff, também conhecida como Viúva Negra, confronta o lado mais sombrio de sua história quando surge uma perigosa conspiração ligada ao seu passado. Perseguida por uma força implacável disposta a tudo para destruí-la, Natasha precisa agora lidar com seu passado como espiã e com as relaçõe",https://image.tmdb.org/t/p/w500/1olJMMIUYkV6XwET1xRIROqYkxO.jpg,https://www.youtube.com/watch?v=uNAxHLp7wv8
Elementos,Peter Sohn,2023,en,"Em uma cidade onde moradores do fogo, da água, da terra e do ar vivem juntos, uma jovem impetuosa e um homem tranquilo estão prestes a descobrir algo elementar: o quanto realmente têm em comum.",https://image.tmdb.org/t/p/w500/gRkfQ25Hd5afFSzYN2zsIoM1XQS.jpg,https://www.youtube.com/watch?v=cmzTlk0dLGc
Shang-Chi e a Lenda dos Dez Anéis,Destin Daniel Cretton,2021,en,"Shang-Chi precisa confrontar o passado que pensou ter deixado para trás. Ao mesmo tempo, ele é envolvido em uma teia de mistérios da organização conhecida como Dez Anéis.",https://image.tmdb.org/t/p/w500/ArrOBeio968bUuUOtEpKa1teIh4.jpg,https://www.youtube.com/watch?v=jLqtjc8fPQA
Guardiões da Galáxia: Vol. 3,James Gunn,2023,en,"Peter Quill, que ainda está se recuperando da perda de Gamora, tem que reunir a sua equipe para defender o universo e proteger um dos seus. Uma missão que, se não for concluída com sucesso, pode levar ao fim dos Guardiões como os conhecemos.",https://image.tmdb.org/t/p/w500/4yycSPnchdNAZirGkmCYQwTd3cr.jpg,https://www.youtube.com/watch?v=zmdkP8K8X7o
Sonic: O Filme,Jeff Fowler,2020,en,"Sonic, o ouriço azul mais veloz do mundo, vive isolado e sem amigos na Terra desde que precisou fugir de seu planeta natal. Todavia, ele recebe a ajuda de um policial quando o Dr. Ivo Robotinik, a mando do governo dos Estados Unidos, começa a persegui-lo.",https://image.tmdb.org/t/p/w500/eOC0FSGqyzcnnx7XFgLazI9nACT.jpg,https://www.youtube.com/watch?v=OsyVeiW3CZ8
Furiosa: Uma Saga Mad Max,George Miller,2024,en,"Quando o mundo entra em colapso, a jovem Furiosa é sequestrada do Green Place das Muitas Mães e cai nas mãos da horda de motoqueiros liderada pelo Senhor da Guerra Dementus. Vagando pelo deserto condenado, eles encontram a Cidadela controlada por Immortan Joe. Enquanto os dois tiranos lutam por pode",https://image.tmdb.org/t/p/w500/7qOSKoOAPgemYhBwbJgBWcCxPWZ.jpg,https://www.youtube.com/watch?v=HQOQTNVdxb8
Transformers: O Despertar das Feras,Steven Caple Jr.,2023,en,"Nesta aventura cheia de adrenalina, Optimus Prime e os Autobots enfrentam seu maior desafio até agora. Quando uma nova ameaça capaz de destruir todo o planeta surge, eles devem se unir a uma poderosa facção conhecida como os Maximals. Com o destino da humanidade em jogo, Noah (Anthony Ramos) e Elena",https://image.tmdb.org/t/p/w500/zEqwfO5R2LrrLgV61xm8M9TmNTG.jpg,https://www.youtube.com/watch?v=uS6ZaXSK-_c
Pantera Negra: Wakanda para Sempre,Ryan Coogler,2022,en,"A rainha Ramonda, Shuri, M'Baku, Okoye e as poderosas Dora Milaje lutam para proteger sua nação após a morte do rei T'Challa. Com a ajuda da Cão de Guerra Nakia e de Everett Ross, eles tentam encontrar um novo caminho para Wakanda.",https://image.tmdb.org/t/p/w500/nj9cgMhqXQJkXutKmvVelKNP1Aa.jpg,https://www.youtube.com/watch?v=gotRAlASXmY
Planeta dos Macacos: O Reinado,Wes Ball,2024,en,"Várias gerações no futuro, após o reinado de César, os macacos são agora a espécie dominante e vivem harmoniosamente, enquanto os humanos foram reduzidos a viver nas sombras. À medida que um novo líder símio tirânico constrói o seu império, um jovem macaco empreende uma jornada angustiante que o lev",https://image.tmdb.org/t/p/w500/uXjbKJ57H30YrOQx5GfXoGvnsGY.jpg,https://www.youtube.com/watch?v=RrV-jmj4IeI
Jurassic World: Domínio,Colin Trevorrow,2022,en,"Quatro anos após a destruição da Ilha Nublar, os dinossauros agora vivem – e caçam – ao lado de humanos em todo o mundo. Esse frágil equilíbrio remodelará o futuro e determinará, de uma vez por todas, se os seres humanos continuarão sendo os principais predadores em um planeta que agora compartilham",https://image.tmdb.org/t/p/w500/w6Jz1AgjscqBuS8qXBd0wUHz5zC.jpg,https://www.youtube.com/watch?v=zC8Vc8rMOdk
Aquaman 2: O Reino Perdido,James Wan,2023,en,"Agora mais temível do que nunca, Arraia Negra detém o poder do mítico Tridente Preto e sua ancestral força malévola. Para derrotá-lo, Aquaman recorrerá a seu irmão Orm, o ex-Rei da Atlântida, ainda na prisão, para forjar uma aliança improvável. Juntos, eles vão ter que deixar de lado suas diferenças",https://image.tmdb.org/t/p/w500/oSK996swnjHOPCWAw5CiRoYLsKk.jpg,https://www.youtube.com/watch?v=rPBjB65NV_c
Infiltrado,Guy Ritchie,2021,en,"Harry, conhecido apenas como H, é um homem misterioso que trabalha para uma empresa de carros-fortes e movimenta grandes quantias de dinheiro pela cidade de Los Angeles. Quando, ao impedir um assalto, ele surpreende a todos com suas habilidades de combate, suas verdadeiras intenções começam a ser qu",https://image.tmdb.org/t/p/w500/rNz8wy63GAabztAUkO4xMGk3upx.jpg,https://www.youtube.com/watch?v=sNP5HwaBK5I
Encanto,Byron Howard,2021,en,"Uma garota chamada Mirabel Madrigal cresce como o único membro não mágico de sua família, que vivem escondidos em uma vibrante casa encantada nas montanhas da Colômbia.",https://image.tmdb.org/t/p/w500/nUG2CEEYbuvaARFUdyWXAIvM8RR.jpg,https://www.youtube.com/watch?v=zRMicKd9IH8
A Pequena Sereia,Rob Marshall,2023,en,"Ariel é uma curiosa sereia que deseja experimentar a vida em terra firme e, contra a vontade de seu pai, visita a superfície. Ariel se vê em uma inesperada jornada de autodescoberta ao encontrar um príncipe, uma bruxa do mar e um novo mundo incrível.",https://image.tmdb.org/t/p/w500/yeo0MKX2cAE0Ge7qoeRCiMWvSjV.jpg,https://www.youtube.com/watch?v=_ma8MMmx72A
O Predador: A Caçada,Dan Trachtenberg,2022,en,"Ambientado no mundo da Nação Comanche no início de 1700, ""O Predador: A Caçada"" é a história não contada de uma jovem guerreira altamente qualificada, desesperada para proteger seu povo do perigo iminente. Ela persegue e finalmente confronta sua presa, que acaba sendo um predador alienígena altament",https://image.tmdb.org/t/p/w500/l3aEMk86DYR78g6u3M2SDCO8yNp.jpg,https://www.youtube.com/watch?v=CHFr3FCJN6c
Megatubarão 2,Ben Wheatley,2023,en,Um mergulho exploratório nas profundezas do oceano de uma ousada equipe de pesquisa se transforma em caos quando uma operação de mineração malévola ameaça sua missão e os força a uma batalha de alto risco pela sobrevivência.,https://image.tmdb.org/t/p/w500/cpFSzMpK6FwcAqz8YZKnO1l8QZN.jpg,https://www.youtube.com/watch?v=eFZAMJhpyzo
Wonka,Paul King,2023,en,"Antes de se tornar a mente brilhante por trás da maior fábrica de chocolate do mundo, Willy precisou enfrentar vários obstáculos. Cheio de ideias e determinado a mudar o mundo, o jovem Wonka embarca em uma aventura para espalhar alegria através de seu delecioso chocolate.",https://image.tmdb.org/t/p/w500/uQWEomz2wLoijrvoFaJt2gUMXRu.jpg,https://www.youtube.com/watch?v=2PK6RT0v-Zw
Através da Minha Janela,Marçal Forés,2022,es,"Raquel é louca pelo vizinho Ares há muito tempo. Ela o observa de longe, mas nunca falou com ele. Será que vai dar match?",https://image.tmdb.org/t/p/w500/lQHfOaggM8xjvgGvZHpFPYXduRE.jpg,https://www.youtube.com/watch?v=DB9-hN0s3r8
Tudo em Todo o Lugar ao Mesmo Tempo,Daniel Scheinert,2022,en,"Uma imigrante chinesa parte rumo a uma aventura onde, sozinha, precisará salvar o mundo, explorando outros universos e outras vidas que poderia ter vivido. Contudo, as coisas se complicam quando ela fica presa nessa infinidade de possibilidades sem conseguir retornar para casa.",https://image.tmdb.org/t/p/w500/bW21kbvqAt2kMGlaU8qY86C8kQE.jpg,https://www.youtube.com/watch?v=AayeUDsRB_w
Thor: Amor e Trovão,Taika Waititi,2022,en,"Thor parte em uma jornada de autodescoberta, diferente de tudo que ele já enfrentou. Mas seus esforços são interrompidos por um assassino galáctico conhecido como Gorr, o Carniceiro dos Deuses, que busca a extinção dos deuses. Para combater esta ameaça, Thor pede a ajuda da Rei Valquíria, Korg e da ",https://image.tmdb.org/t/p/w500/71XnRvkadkWZZowCGcuBi4XAKdJ.jpg,https://www.youtube.com/watch?v=1c_W_4cNLn0
A Queda,Scott Mann,2022,en,"Becky e Hunter são duas amigas que buscam aventura e enfrentam grande alturas em suas escaladas. Depois de um grande drama vivido por elas, as duas decidem escalar uma remota torre de rádio abandonada com mais de 2000 pés de altura. Parecia a aventura perfeita para desligar a mente do trágico aconte",https://image.tmdb.org/t/p/w500/ey5j9PzI1S0jsMPuN8H9ldrGzuX.jpg,https://www.youtube.com/watch?v=ub8oae2zmGw
