id,Title,Director,Vote_Average,Genre,Year,Original_Language,Overview,Poster_Url,Trailer,Price
602,Hanna,Joe Wright,6.593,Ação,2011,Inglês,"Hanna foi criada nas terras geladas da Finlândia por seu pai, um ex-agente da CIA. Treinada para se tornar a assassina perfeita, a jovem leva uma vida completamente diferente daquela das outras garotas da sua idade. Certo dia, seu pai lhe dá uma missão arriscada e ela precisa atravessar a Europa enganando agentes muito experientes. Mas logo alguns segredos vêm à tona e Hanna começa a questionar seus atos.",https://image.tmdb.org/t/p/w500/w5CE2YRInfNGWTqdCzu9HcXgfbR.jpg,https://www.youtube.com/watch?v=x60ny_maKdQ,12
603,A Teoria de Tudo,James Marsh,7.843,Drama,2014,Inglês,"Baseado na biografia de Stephen Hawking, o filme mostra como o jovem astrofísico fez descobertas importantes sobre o tempo, além de retratar o seu romance com a aluna de Cambridge Jane Wide e a descoberta de uma doença motora degenerativa quando tinha apenas 21 anos.",https://image.tmdb.org/t/p/w500/6q1XGbTJQqOGUpX9OlO0bGmtpql.jpg,https://www.youtube.com/watch?v=0OL0bYNL0E0,13
604,Marcados Para Morrer,David Ayer,7.35,Crime,2012,Inglês,"Os policiais Brian e Mike, além de parceiros, são amigos. Brian resolve gravar a rotina da dupla pelas ruas de Los Angeles para um curso. A câmera registra momentos familiares e cenas de tensão quando os dois acabam se envolvendo com traficantes.",https://image.tmdb.org/t/p/w500/jKdsR67jLbn4cVQgaERyLmpGLOW.jpg,https://www.youtube.com/watch?v=bl9l-dBrqdg,12
605,Boyhood: Da Infância à Juventude,Richard Linklater,7.496,Drama,2014,Inglês,"Acompanhe a vida do garoto Mason durante um período de doze anos, da infância à juventude, analisando seu relacionamento com os pais, suas descobertas, experiências e seus conflitos.",https://image.tmdb.org/t/p/w500/rr1rlDZXOeLqtYMEC6xEunxqsD3.jpg,https://www.youtube.com/watch?v=vsv0HsiZzMw,16
606,Os Infratores,John Hillcoat,7.058,Crime,2012,Inglês,"Na década de 30, em plena Lei Seca, os irmãos Bondurant ganham a vida vendendo bebidas alcóolicas ilegalmente. O líder do trio é Forrest, que tem fama de invencível. Howard é seu braço direito, enquanto que o caçula Jack ainda precisa provar seu valor. Apesar dos problemas ocasionais com a polícia, o negócio deles vai bem. Só que Charlie Rakes, um policial enviado de Chicago, está disposto a usar todos os meios possíveis para capturar os irmãos.",https://image.tmdb.org/t/p/w500/xWSPROw6QXxNeP4pwyMGOiv4lq5.jpg,https://www.youtube.com/watch?v=4iQQEntmA1A,17
607,Sou Louco Por Você,Fernando González Molina,7.439,Drama,2012,Espanhol,"Depois de passar dois anos em Londres, Hache está de volta à Espanha. E sabendo que todas as lembranças do amor vivido com Babi o acompanharam durante todo este tempo, ele sabe que chegará o fatídico momento de reencontrá-la. Muita coisa mudou desde então — e ele terá que reconstruir sua vida, fazer novos amigos, abrir o coração para se apaixonar de novo. Com o coração destroçado depois da morte de seu melhor amigo em um acidente de moto, será que ele conseguirá reviver a magia do seu primeiro amor, agora ao lado da bela Gin?",https://image.tmdb.org/t/p/w500/l9rWQkr58PNOjYjhgZ6VoXT9tQt.jpg,https://www.youtube.com/watch?v=uRlHmQ7mkM8,16
608,A Bela e a Fera,Christophe Gans,6.199,Fantasia,2014,Francês,"No ano de 1810, um naufrágio leva à falência um comerciante, pai de três filhos e três filhas. A família se muda para o campo e Bela, a filha mais jovem, parece ser a única a se entusiasmar com a vida rural. Quando o pai de Bela arranca uma rosa do jardim de um palácio encantado, ele é condenado à morte pelo dono do castelo, um monstro. Para salvar a vida do pai, Bela vai jantar com o mostro diariamente. Lá, encontra uma vida cheia de luxo, magia e tristeza e aos poucos descobre o passado da Fera. O monstro se sente cada vez mais atraído pela jovem moça, que usará de toda a sua coragem para destruir a maldição que atormenta seu estranho admirador.",https://image.tmdb.org/t/p/w500/om96D2NF9w4UyrprQ882DrTFBol.jpg,https://www.youtube.com/watch?v=ALDomgsU64U,10
609,O Mundo dos Pequeninos,米林宏昌,7.7,Fantasia,2010,Japonês,"Nos subúrbios de Tóquio, sob o assoalho de uma casa velha, Arrietty vive em seu minúsculo mundo com a família, fazendo de tudo para manter em segredo a existência de todos. Sobrevivendo como pequenos ladrões, eles conhecem as regras para que nunca sejam percebidos pelos verdadeiros (e grandes) donos da casa. Para isso, procuram manter a desconfiança deles em cima dos gatos e ratos e tomam todos os cuidados possíveis para evitar de serem vistos. Contudo, quando um jovem rapaz se hospeda na casa, a pequenina Arietty acredita que poderá manter uma amizade com ele, apesar da diferença dos tamanhos.",https://image.tmdb.org/t/p/w500/yovlgDFP53N7IW7O4irM6INBxmp.jpg,https://www.youtube.com/watch?v=taaI61OnHrY,15
610,O Artista,Michel Hazanavicius,7.456,Drama,2011,Francês,"Na década de 1920, o ator George Valentin é uma estrela do cinema mudo, mas sua carreira está ameaçada pela chegada do cinema sonoro. Enquanto ele luta para manter seus filmes, Peppy Miller, uma coadjuvante, alcança a fama.",https://image.tmdb.org/t/p/w500/sVBZ45hWFuzZtQc57TUf323R4VF.jpg,https://www.youtube.com/watch?v=yAjt9cJXH1c,18
611,Os Instrumentos Mortais: Cidade dos Ossos,Harald Zwart,6.443,Fantasia,2013,Inglês,"A vida de Clary muda completamente quando sua mãe é sequestrada e ela descobre, ao conhecer Jace, que é uma caçadora de sombras. Para salvar sua mãe, ela deve encontrar a Taça da Mortalidade, mas primeiro deve descobrir sua força interior.",https://image.tmdb.org/t/p/w500/glHqwsvFkQHFMFpA0FjFp8hPu6P.jpg,https://www.youtube.com/watch?v=9eTLe4oXp94,14
612,Dragon Ball Z: A Batalha dos Deuses,細田雅弘,6.8,Animação,2013,Japonês,"Bills, o Deus da destruição, despertou depois de anos de letargia. Ao escutar que um Super Saiyajin conseguiu vencer Freeza, Bills vai atrás de Goku e de um suposto Deus Saiyajin. Goku precisa se preparar para enfrentar uma força inimaginável.",https://image.tmdb.org/t/p/w500/sF8ZL7ALPQWqvlg0FPE2fgdXOkR.jpg,https://www.youtube.com/watch?v=6nszBjDPZ7c,12
613,Invasão do Mundo: Batalha de Los Angeles,Jonathan Liebesman,5.806,Ficção científica,2011,Inglês,"Uma chuva de meteoros repentinamente atinge a Terra. Logo se descobre que na verdade são naves alienígenas, que desejam exterminar os seres humanos a qualquer custo. A cidade de Los Angeles é alvo de uma das principais batalhas, dentre as várias que ocorrem ao redor do planeta. Nela está envolvido o sargento Michael Nantz, que teve sua aposentadoria cancelada devido à gravidade dos ataques e ainda sofre o trauma de ter perdido vários homens em sua última missão. Obedecendo ordens do tenente William Martinez, ele tenta ajudar no que pode para eliminar o invasor extraterrestre.",https://image.tmdb.org/t/p/w500/yApEJEltSSf05tRpWtmcu0P9mun.jpg,https://www.youtube.com/watch?v=aPJZKOzdWOs,11
614,Um Milhão de Maneiras de Pegar na Pistola,Seth MacFarlane,6.051,Comédia,2014,Inglês,"Um criador de ovelhas, Albert, se apaixona por Anna, uma forasteira que o ajuda a descobrir a coragem que havia em si. Porém, ele é desafiado quando o marido fora da lei dela, Clinch, volta para se vingar.",https://image.tmdb.org/t/p/w500/8wffY45d5YqD6JkbTjIXVzCnTAs.jpg,https://www.youtube.com/watch?v=2ABgaemwUSs,14
615,Transcendence: A Revolução,Wally Pfister,6.049,Thriller,2014,Inglês,"Dr. Will Caster, a maior autoridade do mundo em inteligência artificial, está conduzindo experimentos altamente controversos, na intenção de criar um robô com grande variedade de emoções humanas. Quando extremistas antitecnologia tentam matá-lo, Caster convence sua esposa, Evelyn, e seu melhor amigo, Max Waters, a testar seu novo invento nele mesmo. Só que a grande questão não é se eles podem fazer isto, mas se eles devem fazer isto.",https://image.tmdb.org/t/p/w500/2Y3F6z4W7f8yOqxNEZGbJg6xVJ9.jpg,https://www.youtube.com/watch?v=pLoD0lLVIMA,14
616,O Aprendiz de Feiticeiro,Jon Turteltaub,6.127,Fantasia,2010,Inglês,"Balthazar Blake é um feiticeiro que mora em Manhattan. Ele busca defender a cidade de seu arquinimigo, Maxim Horvarth, mas não é capaz de cumprir esta tarefa sozinho. Para tanto ele recruta Dave Stutler, um rapaz comum, mas com um potencial oculto para ser seu aprendiz. Balthazar passa então a ministrar um rápido curso na arte e ciência da magia, de forma a torná-lo seu aliado na luta constante contra as forças de Horvarth.",https://image.tmdb.org/t/p/w500/3S6qfz9lDpJGZygIbeH2Qt6Hwlf.jpg,https://www.youtube.com/watch?v=29WsOKKJka0,18
617,Quero Matar Meu Chefe 2,Sean Anders,6.181,Comédia,2014,Inglês,"Após o trauma vivido no filme anterior, os amigos Nick, Dale e Kurt resolvem abrir seu próprio negócio, de forma que eles mesmos sejam seus chefes. O problema é que, quando a companhia começa a deslanchar, eles sofrem um golpe do investidor que bancou o negócio. Sem ter como recorrer através dos meios legais, o trio decide partir para um ato desesperado: sequestrar o filho do investidor e, com o dinheiro do resgate, pagar a dívida contraída e manter a empresa.",https://image.tmdb.org/t/p/w500/tfQJhsKH0IDRUklOm6xtWChALOR.jpg,https://www.youtube.com/watch?v=XJOkrhT9KVw,18
618,Lunático,Patrick Brice,6.379,Terror,2014,Inglês,"Um produtor de filmes falido aceita um trabalho em uma remota cidade montanhosa, onde descobre as ideias perturbadoras de seu cliente.",https://image.tmdb.org/t/p/w500/7naidArFmZM7WcOTvkdsf0NJNDr.jpg,https://www.youtube.com/watch?v=-lKqkqyexKw,18
619,A Árvore da Vida,Terrence Malick,6.741,Drama,2011,Inglês,"Conta a história que aproxima o foco na relação entre pai e filho de uma família comum, e expande a ótica desta rica relação, ao longo dos séculos, desde o Big Bang até o fim dos tempos, em uma fabulosa viagem pela história da vida e seus mistérios, que culmina na busca pelo amor altruísta e o perdão.",https://image.tmdb.org/t/p/w500/iDt5nvv2TdZsFFuF5JvnEZr6RGB.jpg,https://www.youtube.com/watch?v=PlxZOOEHK4o,13
620,A Garota da Capa Vermelha,Catherine Hardwicke,5.985,Thriller,2011,Inglês,"Valerie é uma jovem que vive em um vilarejo aterrorizado por um lobisomem. Ela é apaixonada por Peter, embora seus pais insistam que ela case com Henry, filho de uma família rica do local. Diante da situação, Valerie e Peter planejam fugir, mas veem seus planos irem por água abaixo quando a irmã mais velha de Valerie é assassinada pelo lobisomem que ronda a região. Eles recorrem ao padre Solomon, um caçador famoso de monstros que adverte que a fera toma forma humana durante o dia.",https://image.tmdb.org/t/p/w500/aq9kdQZlUnS14exVkaVYvgxLWYl.jpg,https://www.youtube.com/watch?v=Ibk4tQl8-JY,11
621,Ender's Game: O Jogo do Exterminador,Gavin Hood,6.589,Ficção científica,2013,Inglês,"Para impedir um novo ataque da força alienígena que quase acabou com a raça humana, o jovem Ender Wiggin é recrutado pelo corpo militar internacional. Ele treina para se transformar no melhor jogador, e sua missão é acabar com a guerra.",https://image.tmdb.org/t/p/w500/uy7oMawvnKCTQApdced7GYiQ6V5.jpg,https://www.youtube.com/watch?v=cXqDvWFwmYU,12
622,Capitão Phillips,Paul Greengrass,7.5,Ação,2013,Inglês,"O filme conta a verdadeira história do capitão Richard Phillips e o sequestro do MV Maersk Alabama em 2009 por piratas somalis, o primeiro navio de carga norte-americano a ser sequestrado em duzentos anos.",https://image.tmdb.org/t/p/w500/q3YN8twLWhKW4EmUw2JGRJc4xfH.jpg,https://www.youtube.com/watch?v=noLJBSIM-lY,13
623,Um Homem de Sorte,Scott Hicks,7.165,Drama,2012,Inglês,"Depois de retornar de seu terceiro turno de serviço no Iraque, o sargento da Marinha dos EUA Logan Thibaut sai em busca de uma mulher desconhecida cuja foto ele acredita que traz boa sorte e salvou sua vida durante a guerra.",https://image.tmdb.org/t/p/w500/f1Fc5IPLbOsGidnudNpL2RTVoKm.jpg,https://www.youtube.com/watch?v=X2ZMQMSmgZY,16
624,Shame,Steve McQueen,6.9,Drama,2011,Inglês,"Brandon é um novaiorquino de 30 anos que não consegue controlar sua vida sexual. Não bastasse os efeitos do seu vício em sexo, Brandon terá que se entender com as cobranças diárias de seu chefe, David, e, nesse meio tempo, amadurecer a relação com a sua irmã, Sissy.",https://image.tmdb.org/t/p/w500/cAWLz9kFv4xc6IsEXTj2DrcqD55.jpg,https://www.youtube.com/watch?v=xyW-i9U223s,12
625,Anjos da Noite: O Despertar,Måns Mårlind,6.328,Fantasia,2012,Inglês,"Após ser mantida em estado de coma por quinze anos, a vampira Selene descobre que ela possui uma filha de quatorze anos, híbrida de vampiro e lobisomem. Com a ajuda dela, Selene deve impedir a empresa BioCom de criar super lobisomens que possam matar todos os vampiros",https://image.tmdb.org/t/p/w500/f9XgpnQv2eKuekmEGNzfJUSbJKM.jpg,https://www.youtube.com/watch?v=2f1L7a6NdAw,14
626,Oldboy: Dias de Vingança,Spike Lee,5.914,Drama,2013,Inglês,"Um arrogante executivo, Joe Ducett, é sequestrado e passa 20 anos em cativeiro, sem saber quem o sequestrou ou o motivo. Enquanto isso, ele descobre, pela televisão, que sua ex-esposa foi assassinada e que ele é o principal suspeito. Certo dia, Joe é libertado e, com a ajuda de uma assistente social, ele tem apenas três dias para descobrir a verdade sobre seu sequestro.",https://image.tmdb.org/t/p/w500/ztQx1u8Vif626VOqavJAqgLlKNQ.jpg,https://www.youtube.com/watch?v=WzSOjxxyYho,18
627,O Último Mestre do Ar,M. Night Shyamalan,4.636,Ação,2010,Inglês,"As quatro nações, Ar, Água, Terra e Fogo, viviam em harmonia, até que a nação do Fogo declarou guerra com o objetivo de dominar o mundo. Um século depois, não há perspectiva para o fim da destruição, até que um avatar chamado Aang descobre ter o poder de controlar os quatro elementos. Ele se une aos irmãos Katara e Sokka, da Água, e juntos partem em uma grande e perigosa aventura em busca da paz, para restaurar o equilíbrio e a harmonia.",https://image.tmdb.org/t/p/w500/sQGFIDDScR6tX3KXotHaQywewYU.jpg,https://www.youtube.com/watch?v=GM3BdtWo__4,12
628,Desconhecido,Jaume Collet-Serra,6.681,Ação,2011,Inglês,"Martin Harris acabou de sair de um coma de quatro dias, fruto de um acidente de carro em Berlim. Ao acordar, descobre que sua esposa não o reconhece e, para piorar, existe um outro homem usando sua identidade. Ignorado pelas autoridades e na mira de assassinos, sua única chance de desvendar este mistério é contar com Gina, uma motorista de táxi que poderá ajudá-lo a provar que ele não está louco.",https://image.tmdb.org/t/p/w500/gI9sCrVmDPYthCeOk6UGAxr8D3t.jpg,https://www.youtube.com/watch?v=GQIUe5tMuMk,14
629,Antes de Dormir,Rowan Joffe,6.479,Thriller,2014,Inglês,"Dia após dia, Christine Lucas desperta sem se lembrar de absolutamente nada que aconteceu em sua vida nos últimos 20 anos. Isto acontece devido a um acidente sofrido uma década atrás, que fez com que seu cérebro não consiga reter as informações recebidas ao longo do dia. Com isso, cabe ao seu marido Ben a tarefa de relembrá-la de sua vida, através de um mural de fotos e detalhes do passado. Além disto, ela passa por uma terapia sigilosa com o dr. Nasch, que procura incitá-la a ter lembranças sobre o que aconteceu. Só que, aos poucos, ela percebe que nem tudo é o que parece ser.",https://image.tmdb.org/t/p/w500/4HHvXl6tCpsettKKGPGDRzkIs1d.jpg,https://www.youtube.com/watch?v=VWPNWi4DxPs,10
630,Protegendo o Inimigo,Daniel Espinosa,6.48,Ação,2012,Inglês,Tobin Frost é um ex-agente da CIA procurado pela Agência por traição. Ele é perseguido por mercenários ao negociar um dispositivo eletrônico na Cidade do Cabo e sua única alternativa é pedir proteção ao agente Weston.,https://image.tmdb.org/t/p/w500/A5rFBuNyH5LdZiR20FPYu6fJSfl.jpg,https://www.youtube.com/watch?v=uR-yMkSk5cU,12
631,As Aventuras de Peabody e Sherman,Rob Minkoff,6.708,Animação,2014,Inglês,"Sr. Peabody é um magnata de negócios, inventor, cientista, ganhador do prêmio Nobel, chef, duas vezes medalhista olímpico e gênio... Que também é um cachorro. Usando a sua engenhosa invenção, a máquina WABAC, o Sr. Peabody e seu filho adotivo, Sherman, viajam no tempo para vivenciar eventos que mudaram o mundo em primeira mão e interagir com as maiores personalidades da história. Mas quando Sherman quebra as regras da viagem no tempo, nossos dois heróis entrarão em uma corrida para reparar a história e salvar o futuro, enquanto Sr. Peabody enfrenta o maior desafio de sua vida - ser pai.",https://image.tmdb.org/t/p/w500/ndGl3yPRbHlem0PuDJuUvUuY9dQ.jpg,https://www.youtube.com/watch?v=eNYyDdq3ZMg,16
632,Os Smurfs 2,Raja Gosnell,5.7,Fantasia,2013,Inglês,"Gargamel (Hank Azaria) cria os Naughties Vexy (voz de Christina Ricci) e Hackus (J.B. Smoove) com a esperança de conseguir a essência dos Smurfs. Só um Smurf pode dar o que o feiticeiro quer, porém, e Smurfette conhece uma fórmula capaz de transformar um Naughty em um Smurf azul de verdade. Gargamel então rapta Smurfette e a leva a Paris onde ele é adorado por milhões como o maior mago do mundo e cabe aos outros Smurfs salvar sua companheira.",https://image.tmdb.org/t/p/w500/52p2PtBAebB0HwvfY5YIowT7sFI.jpg,https://www.youtube.com/watch?v=3zUwxkBczXI,14
633,Os Agentes do Destino,George Nolfi,6.764,Ficção científica,2011,Inglês,"David Norris é um jovem político com uma carreira promissora, mas um escândalo atrapalhou a sua corrida ao Senado. Tão logo perde a disputa pela vaga ele conhece Elise, bailarina por quem se apaixona. Contudo, homens com estranhos poderes de interferir no futuro aparecem do nada e começam a pressioná-lo para que ele não dê continuidade a este romance, porque isso poderá atrapalhar o futuro de ambos. Sem saber ao certo quem são essas pessoas, a única certeza que David possui é que precisará reunir forças para enfrentá-los e encarar o que o destino lhe reserva.",https://image.tmdb.org/t/p/w500/cvepcobwgtLwCplwBihcvlgqd0A.jpg,https://www.youtube.com/watch?v=MS5b_SY8Mko,12
634,A Hospedeira,Andrew Niccol,6.286,Ação,2013,Inglês,"A Terra foi colonizada por uma raça alienígena que controla a mente dos humanos e usa seus corpos como hospedeiros. A maioria da humanidade foi erradicada, mas quando Melanie se recusa a aceitar sua nova alma, uma caçada se inicia.",https://image.tmdb.org/t/p/w500/7Wj9NLJaEUF9Cf0ovhuK0J7rJG0.jpg,https://www.youtube.com/watch?v=DEWUQGG_uxE,14
635,Oz: Mágico e Poderoso,Sam Raimi,5.924,Fantasia,2013,Inglês,"Quando Oscar Diggs é levado para a vibrante Terra de Oz, ele acha que ganhou a sorte grande — até encontrar três bruxas, que não estão convencidas de que ele é o grande mágico por quem todos esperam. Relutantemente envolvido nos problemas épicos que a Terra de Oz e seus habitantes enfrentam, Oscar precisa descobrir quem é bom e quem é mau antes que seja tarde demais. Utilizando suas artes mágicas através de ilusão, engenhosidade e até de um pouco de feitiçaria, Oscar se transforma não apenas no grande Mágico, mas em um homem melhor também.",https://image.tmdb.org/t/p/w500/oh4J8VEdORbZkajRlJDQqHvM5tj.jpg,https://www.youtube.com/watch?v=rnztERDLWK8,12
